843.277202072539	1558.63471502591
540.354922279793	1558.63471502591
279.215025906736	1394.98704663212
98.1580310880829	1401.95077720207
167.795336787565	1182.59326424870
408.044041450777	1266.15803108808
324.479274611399	1161.70207253886
387.152849740933	1137.32901554404
509.018134715026	1196.52072538860
634.365284974093	1210.44818652850
738.821243523316	1241.78497409326
804.976683937824	1325.34974093264
989.515544041451	1436.76943005181
1174.05440414508	1391.50518134715
1254.13730569948	1492.47927461140
1337.70207253886	1461.14248704663
1532.68652849741	1523.81606217617
1414.30310880829	1478.55181347150
1083.52590673575	1903.33937823834
1215.83678756477	1656.12694300518
1156.64507772021	1774.51036269430
1362.07512953368	1858.07512953368
1435.19430051814	1892.89378238342
1396.89378238342	1750.13730569948
1470.01295336788	1743.17357512953
1414.30310880829	1642.19948186529
1250.65544041451	1732.72797927461
1793.82642487047	1523.81606217617
1689.37046632124	1440.25129533679
1960.95595854922	1558.63471502591
2044.52072538860	1603.89896373057
2037.55699481865	1388.02331606218
1790.34455958549	1784.95595854922
1658.03367875648	1774.51036269430
1682.40673575130	1858.07512953368
2107.19430051814	1781.47409326425
1912.20984455959	1875.48445595855
2385.74352331606	1875.48445595855
2420.56217616580	1697.90932642487
2552.87305699482	1889.41191709845
2389.22538860104	1523.81606217617
2685.18393782383	1677.01813471503
2779.19430051814	1673.53626943005
2848.83160621762	1704.87305699482
2563.31865284974	1520.33419689119
2504.12694300518	1509.88860103627
2256.91450777202	1464.62435233161
2187.27720207254	1419.36010362694
1706.77979274611	1332.31347150259
1588.39637305700	1328.83160621762
1487.42227979275	1064.20984455959
1080.04404145078	1018.94559585492
951.215025906736	1029.39119170984
916.396373056995	1001.53626943005
665.702072538860	1025.90932642487
721.411917098446	1011.98186528497
791.049222797928	904.044041450777
192.168393782383	970.199481865285
616.955958549223	1099.02849740933
467.235751295337	942.344559585492
279.215025906736	963.235751295337
126.012953367876	876.189119170984
42.4481865284974	841.370466321243
84.2305699481865	768.251295336787
254.841968911917	757.805699481865
334.924870466321	670.759067357513
811.940414507772	813.515544041451
958.178756476684	848.334196891192
1013.88860103627	897.080310880829
1156.64507772021	966.717616580311
1658.03367875648	1112.95595854922
679.629533678757	1119.91968911917
307.069948186529	1078.13730569948
185.204663212435	1085.10103626943
87.7124352331606	1057.24611398964
108.603626943005	984.126943005181
108.603626943005	695.132124352331
665.702072538860	816.997409326425
515.981865284974	886.634715025907
533.391191709845	834.406735751295
394.116580310881	702.095854922280
369.743523316062	646.386010362694
1208.87305699482	1273.12176165803
1720.70725388601	1234.82124352332
1842.57253886010	1304.45854922280
2075.85751295337	1294.01295336788
2838.38601036270	1586.48963730570
2650.36528497409	1457.66062176166
2538.94559585492	1394.98704663212
2458.86269430052	1360.16839378238
2267.36010362694	1356.68652849741
2215.13212435233	1318.38601036269
2107.19430051814	1241.78497409326
1856.50000000000	1241.78497409326
2431.09067357513	1456.79015544041
2194.32383419689	1216.54145077720
2143.83678756477	1185.20466321244
2342.30310880829	1223.50518134715
2283.11139896373	1247.87823834197
2406.71761658031	1261.80569948187
2552.95595854922	1338.40673575130
2516.39637305700	1275.73316062176
2492.02331606218	1251.36010362694
1729.49481865285	1488.12694300518
288.790155440416	588.935233160621
269.639896373059	583.712435233160
210.448186528499	568.044041450777
236.562176165805	465.329015544041
269.639896373059	427.028497409326
288.790155440416	470.551813471502
354.945595854924	514.075129533678
391.505181347152	496.665803108808
407.173575129535	480.997409326424
372.354922279795	467.069948186528
488.997409326427	463.588082901554
520.334196891193	555.857512953367
480.292746113991	561.080310880829
593.453367875649	585.453367875647
1166.22020725389	850.075129533678
1101.80569948187	750.841968911917
751.878238341971	653.349740932642
758.841968911919	639.422279792746
114.696891191712	494.924870466321
139.069948186530	531.484455958549
128.624352331608	548.893782383419
102.510362694302	350.427461139896
411.525906735749	1429.80569948187
